loan_id,origination_month,original_balance,interest_rate,loan_term_months,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage_year
LN0006261,2021-06,128000,4.25,360,620-659,71-80,29-36,AK,Purchase,Primary,Condo,ServicerB,2021
LN0006262,2019-09,166000,2.75,360,780+,96-100,>50,WY,Refinance,Primary,Multi-Family,ServicerE,2019
LN0006263,2022-03,83000,3.0,360,620-659,81-90,37-43,RI,Purchase,Primary,Multi-Family,ServicerC,2022
LN0006264,2022-07,109000,6.91,360,780+,61-70,37-43,,Cash-Out Refinance,Primary,Co-op,ServicerC,2022
LN0006265,2021-05,660000,1.875,360,780+,<=60,44-50,WV,Cash-Out Refinance,Primary,PUD,ServicerC,2021
LN0006266,2021-11,158000,3.125,240,700-739,91-95,>50,ID,Refinance,Primary,PUD,ServicerD,2021
LN0006267,2020-12,407000,3.5,360,780+,<=60,>50,MT,Refinance,Primary,Co-op,ServicerC,2020
LN0006268,2022-02,775000,2.828,360,620-659,<=60,37-43,SD,Purchase,Primary,Co-op,ServicerA,2022
LN0006269,2018-02,151000,8.75,180,660-699,96-100,44-50,NE,Purchase,Primary,Single Family,ServicerA,2018
LN0006270,2018-11,184000,3.375,360,740-779,<=60,44-50,WV,Refinance,Primary,Condo,ServicerB,2018
LN0006271,2018-10,74000,4.875,360,660-699,<=60,37-43,ID,Refinance,Primary,Condo,ServicerE,2018
LN0006272,2021-02,107000,5.25,360,780+,91-95,37-43,NM,Other,Primary,Condo,ServicerA,2021
LN0006273,2021-12,181000,4.875,360,<620,71-80,37-43,ID,Other,Primary,Multi-Family,ServicerB,2021
LN0006274,2022-09,187000,3.99,360,700-739,<=60,<=28,SD,Refinance,Primary,PUD,ServicerA,2022
LN0006275,2018-11,177000,4.125,360,700-739,71-80,44-50,SD,Refinance,Primary,Multi-Family,ServicerC,2018
LN0006276,2021-09,124000,3.75,360,740-779,<=60,37-43,ID,Purchase,Primary,Multi-Family,ServicerC,2021
LN0006277,2022-01,132000,7.25,360,660-699,<=60,29-36,DE,Purchase,Primary,Co-op,ServicerC,2022
LN0006278,2020-07,296000,3.25,360,660-699,71-80,44-50,KS,Purchase,Primary,Multi-Family,ServicerB,2020
LN0006279,2019-04,341000,3.125,360,780+,71-80,<=28,NE,Cash-Out Refinance,Secondary,Condo,ServicerA,2019
LN0006280,2021-09,143000,4.0,360,620-659,61-70,44-50,MS,Purchase,Primary,Co-op,ServicerC,2021
LN0006281,2021-02,436000,2.75,360,780+,<=60,37-43,NV,Purchase,Investment,Single Family,ServicerE,2021
LN0006282,2019-08,363000,3.5,360,700-739,71-80,37-43,HI,Purchase,Primary,Co-op,ServicerE,2019
LN0006283,2018-06,262000,3.25,360,740-779,<=60,,NV,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2018
LN0006284,2021-07,90000,4.375,360,740-779,71-80,<=28,NE,Purchase,Primary,Single Family,ServicerB,2021
LN0006285,2021-01,199000,3.74,360,660-699,71-80,29-36,NM,Purchase,Primary,Co-op,ServicerE,2021
LN0006286,2020-04,156000,6.99,360,700-739,96-100,37-43,VT,Purchase,Primary,Co-op,ServicerA,2020
LN0006287,2022-05,280000,3.125,360,780+,91-95,44-50,NM,Purchase,Primary,Condo,ServicerE,2022
LN0006288,2020-11,230000,2.49,360,700-739,71-80,>50,ID,Cash-Out Refinance,Primary,PUD,ServicerB,2020
LN0006289,2020-05,187000,6.75,360,780+,<=60,37-43,NE,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2020
LN0006290,2021-11,97000,5.69,360,,61-70,37-43,ND,Other,Primary,Single Family,ServicerC,2021
LN0006291,2019-01,379000,2.875,240,620-659,81-90,37-43,NH,Purchase,Primary,Multi-Family,ServicerE,2019
LN0006292,2021-01,443000,2.875,180,700-739,96-100,<=28,ID,Refinance,Primary,Condo,ServicerB,2021
LN0006293,2018-01,176000,5.0,180,780+,71-80,>50,MT,Cash-Out Refinance,Primary,Condo,ServicerB,2018
LN0006294,2019-06,105000,7.125,360,660-699,71-80,44-50,ID,Refinance,Primary,Condo,ServicerC,2019
LN0006295,2022-12,92000,3.5,360,780+,81-90,37-43,ID,Purchase,Primary,PUD,ServicerD,2022
LN0006296,2022-06,67000,2.75,180,780+,71-80,<=28,HI,Refinance,Primary,PUD,ServicerD,2022
LN0006297,2020-03,247000,6.19,360,660-699,71-80,29-36,HI,Cash-Out Refinance,Primary,Co-op,ServicerD,2020
LN0006298,2022-07,176000,5.0,360,620-659,96-100,44-50,WV,Purchase,Primary,Multi-Family,ServicerC,2022
LN0006299,2019-09,86000,2.875,360,740-779,71-80,29-36,WV,Purchase,Primary,PUD,ServicerD,2019
LN0006300,2021-04,167000,5.45,360,660-699,71-80,44-50,ID,Refinance,Primary,Condo,ServicerC,2021
LN0006301,2022-11,62000,3.875,360,740-779,71-80,44-50,ID,Purchase,Primary,Single Family,ServicerB,2022
LN0006302,2021-01,60000,2.875,360,700-739,61-70,<=28,ND,Cash-Out Refinance,Primary,Co-op,ServicerE,2021
LN0006303,2022-07,66000,4.625,360,700-739,,29-36,,Other,Primary,Condo,ServicerB,2022
LN0006304,2019-11,97000,3.125,360,740-779,91-95,37-43,NM,Cash-Out Refinance,Primary,PUD,ServicerC,2019
LN0006305,2021-12,217000,3.875,180,700-739,71-80,44-50,SD,Purchase,Primary,Condo,ServicerE,2021
LN0006306,2019-07,134000,6.99,360,700-739,61-70,29-36,DE,Other,Primary,PUD,ServicerC,2019
LN0006307,2020-09,71000,6.75,360,660-699,61-70,<=28,MT,Purchase,Primary,Condo,ServicerE,2020
LN0006308,2019-07,226000,5.625,240,660-699,96-100,37-43,WV,Cash-Out Refinance,Secondary,Condo,ServicerA,2019
LN0006309,2019-02,66000,3.625,360,700-739,71-80,29-36,RI,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2019
LN0006310,2019-09,173000,2.75,360,740-779,<=60,44-50,NE,Refinance,Primary,Multi-Family,ServicerA,2019
LN0006311,2018-11,417000,9.99,360,660-699,91-95,37-43,ND,Refinance,Primary,Single Family,ServicerA,2018
LN0006312,2022-07,222000,6.5,360,700-739,61-70,44-50,NH,Purchase,Primary,Multi-Family,ServicerD,2022
LN0006313,2020-09,153000,4.0,360,740-779,96-100,37-43,WY,Purchase,Primary,Multi-Family,ServicerA,2020
LN0006314,2019-06,121000,3.74,360,660-699,61-70,29-36,NE,Cash-Out Refinance,Primary,Co-op,ServicerE,2019
LN0006315,2019-02,93000,2.875,360,660-699,71-80,44-50,NH,Cash-Out Refinance,Primary,PUD,ServicerB,2019
LN0006316,2018-01,88000,2.875,120,780+,71-80,44-50,NE,Cash-Out Refinance,Primary,PUD,ServicerC,2018
LN0006317,2021-01,163000,3.375,360,740-779,71-80,>50,ID,Refinance,Primary,Co-op,ServicerA,2021
LN0006318,2022-03,145000,2.75,180,700-739,71-80,29-36,ID,Refinance,Primary,Co-op,ServicerE,2022
LN0006319,2018-10,93000,2.75,180,740-779,71-80,>50,,Purchase,Primary,Single Family,ServicerD,2018
LN0006320,2022-02,485000,8.5,180,<620,71-80,44-50,WV,Purchase,Primary,PUD,ServicerA,2022
LN0006321,2022-07,108000,6.625,360,740-779,61-70,37-43,NM,Cash-Out Refinance,Primary,Co-op,ServicerE,2022
LN0006322,2018-12,187000,3.0,360,700-739,91-95,<=28,NM,Refinance,Primary,Multi-Family,ServicerB,2018
LN0006323,2019-08,163000,3.0,360,700-739,<=60,29-36,MT,Other,Primary,Co-op,ServicerB,2019
LN0006324,2020-03,275000,3.25,180,660-699,<=60,37-43,ID,Refinance,Secondary,Co-op,ServicerD,2020
LN0006325,2019-11,182000,7.0,180,620-659,71-80,44-50,ID,Purchase,Primary,Condo,ServicerD,2019
LN0006326,2019-05,179000,6.99,180,620-659,91-95,29-36,MT,Refinance,Primary,Condo,ServicerB,2019
LN0006327,2019-09,242000,3.875,360,780+,71-80,44-50,NE,Refinance,Primary,Single Family,ServicerC,2019
LN0006328,2019-12,248000,3.125,360,,<=60,37-43,SD,Purchase,Primary,Condo,ServicerB,2019
LN0006329,2021-05,51000,5.25,360,700-739,<=60,<=28,VT,Refinance,Primary,PUD,ServicerC,2021
LN0006330,2018-05,200000,2.75,360,<620,>100,>50,NH,Purchase,Primary,Condo,ServicerC,2018
LN0006331,2018-03,363000,2.75,360,<620,71-80,<=28,NM,Purchase,Primary,Co-op,ServicerA,2018
LN0006332,2018-11,331000,3.5,360,740-779,<=60,37-43,WV,Purchase,Primary,Multi-Family,ServicerE,2018
LN0006333,2022-02,309000,3.125,360,700-739,<=60,<=28,MS,Purchase,Primary,PUD,ServicerD,2022
LN0006334,2018-08,162000,2.875,360,700-739,91-95,<=28,NH,Purchase,Primary,Condo,ServicerC,2018
LN0006335,2022-02,150000,3.25,180,660-699,71-80,29-36,AK,Purchase,Primary,Condo,ServicerC,2022
LN0006336,2018-03,68000,4.75,360,740-779,71-80,,WV,Cash-Out Refinance,Primary,Co-op,ServicerA,2018
LN0006337,2020-05,126000,3.125,360,620-659,61-70,29-36,KS,Purchase,Primary,Multi-Family,ServicerD,2020
LN0006338,2019-02,153000,2.875,360,620-659,61-70,44-50,NH,Cash-Out Refinance,Primary,Co-op,ServicerE,2019
LN0006339,2018-08,224000,3.03,120,700-739,>100,29-36,ID,Purchase,Primary,Single Family,ServicerE,2018
LN0006340,2020-04,73000,2.875,240,660-699,<=60,44-50,VT,Cash-Out Refinance,Primary,Single Family,ServicerE,2020
LN0006341,2021-02,492000,7.75,360,,71-80,37-43,RI,Refinance,Primary,Co-op,ServicerD,2021
LN0006342,2021-01,90000,2.875,360,740-779,96-100,<=28,DE,Purchase,Primary,Condo,ServicerD,2021
LN0006343,2021-02,207000,2.75,360,740-779,91-95,,NH,Cash-Out Refinance,Primary,Multi-Family,ServicerD,2021
LN0006344,2021-11,171000,7.375,360,780+,<=60,37-43,NE,Cash-Out Refinance,Primary,Condo,ServicerC,2021
LN0006345,2018-04,274000,6.375,360,700-739,91-95,>50,WV,Purchase,Primary,Condo,ServicerC,2018
LN0006346,2021-07,227000,4.875,360,<620,61-70,37-43,ID,Refinance,Primary,PUD,ServicerD,2021
LN0006347,2020-11,226000,3.75,360,660-699,61-70,29-36,RI,Cash-Out Refinance,Investment,Condo,ServicerC,2020
LN0006348,2021-03,378000,3.5,360,,<=60,29-36,KS,Purchase,Investment,Single Family,ServicerB,2021
LN0006349,2019-05,113000,7.875,360,700-739,<=60,<=28,NM,Purchase,Primary,Co-op,ServicerD,2019
LN0006350,2018-03,267000,3.5,360,740-779,91-95,37-43,ID,Refinance,Primary,PUD,ServicerD,2018
LN0006351,2022-11,417000,5.625,360,<620,71-80,44-50,NH,Refinance,Primary,PUD,ServicerA,2022
LN0006352,2022-01,142000,3.0,360,700-739,71-80,44-50,HI,Purchase,Primary,Single Family,ServicerD,2022
LN0006353,2018-06,208000,4.0,360,,71-80,37-43,KS,Purchase,Primary,Co-op,ServicerA,2018
LN0006354,2020-08,100000,2.875,360,700-739,71-80,<=28,ID,Purchase,Primary,Multi-Family,ServicerB,2020
LN0006355,2022-10,80000,3.375,360,780+,71-80,44-50,ID,Purchase,Primary,PUD,ServicerC,2022
LN0006356,2022-01,106000,7.25,360,780+,81-90,29-36,NH,Purchase,Secondary,Multi-Family,ServicerB,2022
LN0006357,2019-09,92000,2.5,180,700-739,81-90,37-43,ID,Cash-Out Refinance,Primary,Condo,ServicerA,2019
LN0006358,2020-02,90000,5.125,360,700-739,<=60,37-43,NE,Purchase,Primary,Single Family,ServicerC,2020
LN0006359,2019-10,227000,3.125,360,780+,61-70,29-36,SD,Purchase,Primary,Condo,ServicerD,2019
LN0006360,2018-09,117000,4.5,360,740-779,71-80,>50,NE,Cash-Out Refinance,Investment,Multi-Family,ServicerD,2018
LN0006361,2018-09,262000,3.25,360,<620,71-80,29-36,WV,Cash-Out Refinance,Primary,Multi-Family,ServicerE,2018
LN0006362,2022-03,92000,2.75,360,700-739,<=60,44-50,NE,Refinance,Primary,Multi-Family,ServicerD,2022
LN0006363,2019-06,164000,6.25,180,660-699,91-95,37-43,NE,Refinance,Primary,PUD,ServicerE,2019
LN0006364,2018-04,315000,5.875,360,700-739,91-95,37-43,NE,Refinance,Primary,Co-op,ServicerE,2018
LN0006365,2018-06,186000,3.25,120,,81-90,>50,ID,Cash-Out Refinance,Primary,PUD,ServicerA,2018
LN0006366,2019-04,134000,3.75,360,700-739,96-100,37-43,NV,Cash-Out Refinance,Primary,PUD,ServicerD,2019
LN0006367,2018-12,133000,2.5,180,660-699,<=60,29-36,ID,Purchase,Primary,Condo,ServicerB,2018
LN0006368,2019-05,115000,3.5,360,620-659,<=60,44-50,KS,Cash-Out Refinance,Primary,Single Family,ServicerA,2019
LN0006369,2020-08,142000,4.75,180,700-739,<=60,29-36,NH,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2020
LN0006370,2019-02,452000,3.25,360,780+,96-100,37-43,NM,Purchase,Primary,Single Family,ServicerB,2019
LN0006371,2020-12,89000,3.0,180,740-779,91-95,37-43,MT,Purchase,Primary,Single Family,ServicerD,2020
LN0006372,2022-11,164000,3.25,240,660-699,91-95,29-36,NH,Refinance,Primary,Single Family,ServicerA,2022
LN0006373,2020-08,136000,4.5,360,780+,<=60,29-36,NV,Refinance,Primary,Condo,ServicerB,2020
LN0006374,2021-07,117000,2.5,360,780+,91-95,44-50,NE,Purchase,Primary,PUD,ServicerB,2021
LN0006375,2022-07,194000,7.125,180,660-699,81-90,37-43,NM,Purchase,Primary,Co-op,ServicerC,2022
LN0006376,2019-05,301000,3.25,180,<620,96-100,29-36,KS,Purchase,Primary,Single Family,ServicerB,2019
LN0006377,2019-04,177000,2.875,360,740-779,61-70,37-43,NH,Purchase,Primary,Co-op,ServicerC,2019
LN0006378,2020-07,477000,5.5,180,780+,<=60,44-50,HI,Refinance,Primary,Multi-Family,ServicerD,2020
LN0006379,2018-10,87000,4.0,360,780+,91-95,29-36,NE,Refinance,Primary,Co-op,ServicerE,2018
LN0006380,2022-05,191000,3.375,360,780+,<=60,29-36,ID,Cash-Out Refinance,Primary,Single Family,ServicerB,2022
LN0006381,2019-04,87000,5.25,360,740-779,<=60,44-50,MT,Refinance,Primary,Single Family,ServicerB,2019
LN0006382,2021-07,351000,2.25,360,700-739,61-70,29-36,NM,Refinance,Primary,Co-op,ServicerE,2021
LN0006383,2021-07,507000,3.75,360,<620,<=60,44-50,ID,Refinance,Primary,Co-op,ServicerA,2021
LN0006384,2022-12,295000,6.125,180,660-699,71-80,44-50,NM,Other,Primary,PUD,ServicerE,2022
LN0006385,2020-06,490000,3.125,360,700-739,<=60,<=28,ND,Cash-Out Refinance,Primary,Co-op,ServicerB,2020
LN0006386,2022-02,107000,2.99,360,740-779,81-90,44-50,WV,Purchase,Primary,Co-op,ServicerB,2022
LN0006387,2022-07,82000,3.125,360,700-739,61-70,37-43,NH,Refinance,Primary,Condo,ServicerC,2022
LN0006388,2021-04,206000,3.9,360,740-779,61-70,44-50,MS,Other,Primary,Multi-Family,ServicerD,2021
LN0006389,2022-06,94000,6.5,360,660-699,96-100,37-43,NH,Cash-Out Refinance,Primary,Single Family,ServicerD,2022
LN0006390,2020-11,434000,9.75,360,,61-70,44-50,AK,Purchase,Primary,Single Family,ServicerC,2020
LN0006391,2018-08,145000,2.99,360,620-659,81-90,44-50,ID,Purchase,Investment,Single Family,ServicerD,2018
LN0006392,2019-01,323000,4.0,360,700-739,<=60,37-43,NH,Refinance,Primary,Multi-Family,ServicerB,2019
LN0006393,2022-05,85000,1.0,360,740-779,71-80,37-43,ID,Refinance,Primary,Multi-Family,ServicerE,2022
LN0006394,2022-07,162000,6.5,360,740-779,71-80,37-43,VT,Cash-Out Refinance,Primary,Condo,ServicerA,2022
LN0006395,2020-10,67000,4.5,360,780+,61-70,37-43,ID,Refinance,Primary,Co-op,ServicerC,2020
LN0006396,2022-06,139000,2.875,240,660-699,<=60,37-43,KS,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2022
LN0006397,2021-01,450000,6.875,180,700-739,71-80,37-43,RI,Purchase,Investment,Co-op,ServicerE,2021
LN0006398,2018-03,170000,2.5,360,660-699,<=60,44-50,ID,Cash-Out Refinance,Primary,PUD,ServicerC,2018
LN0006399,2020-07,460000,2.875,360,700-739,81-90,37-43,MT,Refinance,Primary,Multi-Family,ServicerE,2020
LN0006400,2019-06,48000,3.0,360,780+,<=60,37-43,NE,Refinance,Primary,Co-op,ServicerC,2019
LN0006401,2019-02,469000,7.04,360,740-779,61-70,37-43,NH,Purchase,Primary,Co-op,ServicerA,2019
LN0006402,2019-11,126000,4.25,360,780+,61-70,44-50,RI,Refinance,Primary,Condo,ServicerE,2019
LN0006403,2020-06,53000,3.0,180,660-699,81-90,,NE,Purchase,Primary,Multi-Family,ServicerD,2020
LN0006404,2019-06,124000,4.125,240,780+,<=60,>50,AK,Purchase,Investment,Multi-Family,ServicerB,2019
LN0006405,2018-01,148000,5.37,360,<620,<=60,37-43,MS,Refinance,Primary,Co-op,ServicerD,2018
LN0006406,2020-12,41000,5.25,360,780+,81-90,<=28,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2020
LN0006407,2018-12,298000,2.25,360,660-699,>100,44-50,WV,Refinance,Primary,Co-op,ServicerE,2018
LN0006408,2020-04,140000,3.45,360,660-699,71-80,37-43,SD,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2020
LN0006409,2021-10,148000,2.875,360,700-739,71-80,37-43,WV,Purchase,Primary,Single Family,ServicerD,2021
LN0006410,2020-04,339000,4.5,360,780+,96-100,29-36,MT,Refinance,Secondary,Multi-Family,ServicerE,2020
LN0006411,2022-02,282000,2.375,360,<620,71-80,37-43,SD,Refinance,Primary,Condo,ServicerB,2022
LN0006412,2021-05,141000,3.125,360,660-699,,44-50,DE,Cash-Out Refinance,Primary,Single Family,ServicerE,2021
LN0006413,2022-04,137000,2.75,360,780+,71-80,44-50,NE,Refinance,Primary,Multi-Family,ServicerE,2022
LN0006414,2022-04,163000,3.0,360,700-739,61-70,29-36,NH,Purchase,Primary,Multi-Family,ServicerD,2022
LN0006415,2018-09,187000,2.75,360,620-659,<=60,29-36,SD,Purchase,Primary,Single Family,ServicerC,2018
LN0006416,2020-12,261000,3.75,360,700-739,81-90,37-43,NV,Cash-Out Refinance,Primary,Single Family,ServicerB,2020
LN0006417,2022-11,70000,3.875,180,700-739,96-100,37-43,RI,Other,Primary,PUD,ServicerC,2022
LN0006418,2018-10,213000,2.25,180,780+,71-80,37-43,NH,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2018
LN0006419,2021-11,386000,4.15,360,740-779,71-80,,NM,Refinance,Primary,PUD,ServicerC,2021
LN0006420,2021-06,110000,3.25,360,700-739,71-80,37-43,NH,Refinance,Primary,PUD,ServicerE,2021
LN0006421,2020-04,114000,3.25,360,780+,71-80,44-50,,Cash-Out Refinance,Investment,Single Family,ServicerA,2020
LN0006422,2019-01,104000,3.125,360,700-739,<=60,44-50,AK,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2019
LN0006423,2021-08,197000,3.375,180,<620,71-80,37-43,NH,Other,Primary,Single Family,ServicerA,2021
LN0006424,2018-05,184000,3.25,180,660-699,71-80,37-43,NE,Refinance,Primary,Multi-Family,ServicerE,2018
LN0006425,2021-02,109000,3.375,360,700-739,71-80,<=28,SD,Other,Primary,PUD,ServicerD,2021
LN0006426,2018-08,187000,3.75,180,620-659,81-90,,HI,Purchase,Primary,Co-op,ServicerD,2018
LN0006427,2019-10,152000,2.75,120,780+,71-80,29-36,RI,Purchase,Primary,Multi-Family,ServicerC,2019
LN0006428,2020-10,231000,3.0,360,740-779,71-80,37-43,AK,Refinance,Primary,Co-op,ServicerE,2020
LN0006429,2021-04,189000,2.99,360,660-699,<=60,,NV,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2021
LN0006430,2022-01,187000,3.94,360,700-739,96-100,37-43,RI,Refinance,Primary,Multi-Family,ServicerB,2022
LN0006431,2020-01,81000,3.5,360,740-779,71-80,29-36,NH,Purchase,Secondary,Single Family,ServicerB,2020
LN0006432,2022-01,222000,2.75,360,780+,<=60,>50,,Refinance,Investment,Co-op,ServicerE,2022
LN0006433,2021-05,98000,2.25,360,780+,71-80,37-43,HI,Other,Primary,PUD,ServicerD,2021
LN0006434,2019-07,215000,5.0,360,700-739,,44-50,NM,Purchase,Primary,Single Family,ServicerD,2019
LN0006435,2018-09,252000,3.625,360,740-779,96-100,29-36,AK,Purchase,Primary,PUD,ServicerA,2018
LN0006436,2022-01,220000,5.125,360,700-739,61-70,37-43,DE,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2022
LN0006437,2020-11,356000,2.99,360,700-739,71-80,29-36,KS,Purchase,Primary,Condo,ServicerB,2020
LN0006438,2018-02,179000,2.75,360,620-659,<=60,44-50,NM,Refinance,Primary,Single Family,ServicerE,2018
LN0006439,2021-02,159000,2.99,180,620-659,61-70,44-50,ND,Refinance,Primary,Condo,ServicerA,2021
LN0006440,2021-12,82000,2.25,360,700-739,<=60,37-43,WY,Refinance,Primary,Multi-Family,ServicerB,2021
LN0006441,2020-05,131000,5.24,180,660-699,<=60,<=28,RI,Purchase,Primary,Single Family,ServicerA,2020
LN0006442,2020-06,338000,5.375,360,<620,81-90,,KS,Purchase,Primary,Single Family,ServicerE,2020
LN0006443,2021-02,82000,3.375,360,740-779,<=60,44-50,NH,Refinance,Primary,Multi-Family,ServicerB,2021
LN0006444,2022-06,181000,3.0,360,<620,91-95,29-36,HI,Refinance,Primary,Condo,ServicerA,2022
LN0006445,2021-10,67000,6.75,360,700-739,96-100,37-43,VT,Purchase,Primary,Condo,ServicerD,2021
LN0006446,2018-07,123000,2.75,360,700-739,61-70,44-50,RI,Cash-Out Refinance,Primary,PUD,ServicerD,2018
LN0006447,2020-12,161000,3.625,360,780+,<=60,37-43,SD,Cash-Out Refinance,Primary,Co-op,ServicerD,2020
LN0006448,2021-08,166000,7.29,360,700-739,<=60,<=28,ND,Purchase,Primary,Co-op,ServicerB,2021
LN0006449,2018-06,105000,2.99,360,<620,71-80,29-36,ID,Cash-Out Refinance,Investment,PUD,ServicerA,2018
LN0006450,2022-02,229000,6.0,360,700-739,<=60,<=28,NV,Other,Primary,Condo,ServicerB,2022
LN0006451,2018-04,160000,4.1,360,780+,<=60,44-50,ID,Refinance,Primary,Multi-Family,ServicerA,2018
LN0006452,2018-01,198000,5.55,360,780+,<=60,>50,,Refinance,Primary,PUD,ServicerE,2018
LN0006453,2019-02,103000,2.25,180,,91-95,<=28,ID,Refinance,Primary,PUD,ServicerC,2019
LN0006454,2020-12,144000,5.875,360,660-699,91-95,37-43,DE,Purchase,Investment,Co-op,ServicerB,2020
LN0006455,2021-04,172000,3.125,360,780+,91-95,44-50,ID,Purchase,Primary,Single Family,ServicerE,2021
LN0006456,2019-02,162000,5.0,360,620-659,61-70,37-43,NH,Purchase,Investment,PUD,ServicerD,2019
LN0006457,2019-12,243000,8.74,360,740-779,71-80,44-50,AK,Refinance,Primary,Single Family,ServicerC,2019
LN0006458,2020-09,142000,10.5,360,700-739,71-80,44-50,,Refinance,Secondary,Co-op,ServicerC,2020
LN0006459,2018-12,182000,3.5,120,<620,71-80,<=28,WV,Refinance,Primary,Condo,ServicerD,2018
LN0006460,2018-05,570000,2.875,180,660-699,71-80,29-36,AK,Refinance,Primary,PUD,ServicerD,2018
LN0006461,2018-02,254000,3.625,360,660-699,96-100,44-50,ID,Refinance,Primary,Multi-Family,ServicerB,2018
LN0006462,2018-05,496000,4.75,180,740-779,,29-36,ID,Refinance,Primary,Condo,ServicerD,2018
LN0006463,2018-05,229000,2.625,360,780+,61-70,37-43,NE,Other,Primary,Multi-Family,ServicerB,2018
LN0006464,2020-12,101000,7.75,360,660-699,<=60,<=28,NH,Refinance,Primary,Condo,ServicerA,2020
LN0006465,2022-07,216000,1.99,360,740-779,<=60,<=28,NM,Refinance,Primary,Condo,ServicerA,2022
LN0006466,2020-12,247000,2.875,240,<620,71-80,44-50,ID,Purchase,Primary,Condo,ServicerA,2020
LN0006467,2019-03,288000,3.625,360,700-739,71-80,37-43,NE,Cash-Out Refinance,Primary,Single Family,ServicerD,2019
LN0006468,2022-08,179000,3.99,360,<620,71-80,44-50,ID,Purchase,Primary,Co-op,ServicerD,2022
LN0006469,2018-03,101000,5.25,360,780+,81-90,37-43,NM,Purchase,Primary,Single Family,ServicerE,2018
LN0006470,2020-03,155000,4.625,360,740-779,96-100,44-50,NE,Other,Primary,Multi-Family,ServicerC,2020
LN0006471,2022-07,89000,2.875,360,740-779,81-90,44-50,NH,Refinance,Primary,Multi-Family,ServicerE,2022
LN0006472,2021-11,223000,2.5,360,780+,61-70,29-36,RI,Purchase,Investment,Co-op,ServicerC,2021
LN0006473,2018-09,146000,3.375,360,740-779,96-100,44-50,VT,Purchase,Primary,PUD,ServicerA,2018
LN0006474,2022-04,251000,3.0,360,780+,71-80,37-43,NE,Purchase,Primary,Condo,ServicerB,2022
LN0006475,2022-08,124000,2.625,360,740-779,<=60,>50,NE,Purchase,Primary,Single Family,ServicerA,2022
LN0006476,2021-05,173000,5.5,360,780+,61-70,<=28,DE,Refinance,Primary,Single Family,ServicerE,2021
LN0006477,2020-12,201000,3.75,120,700-739,91-95,44-50,NH,Cash-Out Refinance,Primary,Single Family,ServicerC,2020
LN0006478,2021-04,211000,2.712,360,620-659,96-100,37-43,NH,Refinance,Primary,Multi-Family,ServicerA,2021
LN0006479,2018-05,180000,3.625,360,700-739,96-100,37-43,DE,Purchase,Secondary,PUD,ServicerD,2018
LN0006480,2020-12,279000,3.125,360,620-659,71-80,44-50,HI,Purchase,Primary,Condo,ServicerC,2020
